tenure,monthly_charges,contract,internet,tech_support,churn
20,58.66,one-year,fiber,0,1
69,106.58,month-to-month,none,0,0
68,90.01,month-to-month,fiber,0,0
27,77.89,one-year,fiber,0,0
57,61.95,one-year,none,0,0
28,78.29,month-to-month,dsl,1,0
57,69.46,one-year,fiber,0,0
42,53.39,month-to-month,fiber,1,0
33,73.23,month-to-month,fiber,0,1
9,76.64,one-year,fiber,0,1
47,60.62,one-year,dsl,0,0
23,92.6,month-to-month,dsl,0,0
15,102.22,one-year,none,1,0
13,94.25,month-to-month,dsl,0,1
70,63.09,two-year,none,0,0
7,88.9,two-year,dsl,0,0
57,71.95,month-to-month,fiber,0,0
62,39.11,month-to-month,dsl,1,0
2,86.82,two-year,fiber,1,0
42,73.65,two-year,fiber,0,0
41,130.0,month-to-month,none,0,0
25,106.43,month-to-month,dsl,0,1
48,87.78,month-to-month,fiber,0,0
29,76.23,two-year,fiber,0,0
31,74.09,two-year,fiber,0,1
31,44.91,two-year,dsl,0,0
57,26.53,month-to-month,fiber,0,0
45,48.19,two-year,none,0,0
27,68.81,month-to-month,dsl,0,0
66,17.36,month-to-month,fiber,1,0
57,56.39,month-to-month,dsl,0,1
67,63.81,month-to-month,none,1,0
52,64.61,one-year,none,0,0
28,53.46,month-to-month,dsl,0,0
55,61.46,month-to-month,fiber,1,0
23,113.1,two-year,dsl,0,0
19,86.55,month-to-month,none,1,0
32,55.99,month-to-month,none,1,0
69,68.29,month-to-month,dsl,0,0
40,69.29,month-to-month,dsl,0,0
27,50.8,month-to-month,fiber,0,0
33,50.77,one-year,fiber,1,0
20,95.26,month-to-month,fiber,0,1
47,59.51,month-to-month,fiber,1,0
25,42.63,two-year,dsl,0,0
39,68.92,month-to-month,fiber,0,1
26,72.95,one-year,dsl,0,0
23,20.68,month-to-month,dsl,1,0
69,68.98,two-year,fiber,1,0
24,91.7,month-to-month,dsl,0,0
5,81.28,one-year,fiber,0,0
27,125.74,one-year,fiber,0,0
38,101.28,one-year,none,0,0
6,106.22,two-year,fiber,1,0
22,130.0,month-to-month,fiber,0,1
11,88.95,month-to-month,dsl,1,0
36,74.08,two-year,fiber,0,0
52,94.34,two-year,fiber,1,0
69,56.02,month-to-month,dsl,1,0
28,72.69,one-year,dsl,1,0
62,53.81,one-year,dsl,1,0
15,79.95,one-year,none,0,0
56,53.7,two-year,fiber,1,0
40,52.83,two-year,dsl,0,0
54,80.34,month-to-month,fiber,0,0
54,66.56,one-year,fiber,0,0
38,21.81,month-to-month,none,1,0
18,33.61,month-to-month,dsl,1,0
37,41.32,two-year,fiber,0,1
59,47.93,one-year,fiber,1,0
69,80.36,month-to-month,fiber,1,0
66,75.47,one-year,dsl,1,0
13,96.63,month-to-month,fiber,0,1
43,88.82,month-to-month,none,0,1
7,96.8,one-year,fiber,0,1
48,85.21,one-year,fiber,1,0
71,75.24,month-to-month,none,0,0
3,97.48,month-to-month,none,1,1
47,92.99,one-year,fiber,1,0
68,79.4,month-to-month,dsl,0,0
60,101.78,two-year,none,1,0
28,15.0,month-to-month,dsl,0,0
7,62.74,two-year,dsl,1,0
66,62.36,month-to-month,dsl,0,0
66,98.82,month-to-month,none,1,0
41,109.28,month-to-month,dsl,1,0
70,33.75,one-year,fiber,1,0
0,105.28,two-year,dsl,0,0
44,40.71,month-to-month,dsl,0,0
2,41.47,month-to-month,dsl,1,1
67,64.14,month-to-month,fiber,1,0
48,62.04,one-year,dsl,1,0
65,31.04,month-to-month,dsl,1,0
40,86.25,two-year,none,1,0
5,86.99,month-to-month,fiber,0,1
1,96.35,one-year,dsl,1,0
24,59.16,two-year,dsl,0,0
53,69.01,month-to-month,fiber,1,0
10,69.24,month-to-month,dsl,0,1
61,112.2,two-year,fiber,1,0
17,15.0,month-to-month,dsl,0,0
35,46.08,one-year,dsl,0,0
14,70.14,two-year,fiber,1,0
33,42.86,month-to-month,dsl,1,0
32,63.54,two-year,none,1,0
0,66.85,month-to-month,fiber,1,1
40,53.56,one-year,none,0,0
56,71.61,month-to-month,fiber,0,0
67,85.7,month-to-month,fiber,1,0
23,64.09,month-to-month,dsl,1,0
63,58.67,month-to-month,fiber,1,0
63,65.86,month-to-month,none,0,0
71,69.81,month-to-month,dsl,1,0
26,26.49,one-year,dsl,0,0
61,81.54,month-to-month,dsl,1,0
40,58.72,month-to-month,dsl,0,1
4,101.54,month-to-month,dsl,0,1
19,84.78,month-to-month,dsl,0,1
48,99.25,month-to-month,none,1,1
11,44.72,month-to-month,dsl,1,0
31,60.72,one-year,fiber,1,0
55,38.94,one-year,dsl,0,0
10,52.37,one-year,fiber,1,0
35,101.3,month-to-month,fiber,0,0
15,107.19,two-year,fiber,0,0
38,41.3,one-year,fiber,1,0
17,58.54,one-year,fiber,0,1
69,68.1,month-to-month,none,0,0
5,84.64,month-to-month,dsl,0,1
69,26.0,month-to-month,fiber,1,0
57,29.92,month-to-month,none,0,0
61,82.24,one-year,none,0,0
61,21.27,month-to-month,none,0,0
13,58.83,month-to-month,fiber,1,1
67,74.05,month-to-month,fiber,0,0
42,80.39,month-to-month,dsl,0,0
69,66.46,month-to-month,dsl,0,0
63,60.86,month-to-month,dsl,0,0
41,91.11,month-to-month,dsl,0,1
26,77.13,month-to-month,dsl,1,0
8,53.82,one-year,none,0,0
7,70.94,two-year,dsl,0,0
28,79.58,two-year,none,0,0
58,112.96,one-year,none,0,0
36,89.66,month-to-month,fiber,1,0
34,100.36,one-year,none,1,0
17,54.73,two-year,fiber,1,0
40,56.9,month-to-month,fiber,0,0
45,64.12,month-to-month,none,0,0
70,66.41,one-year,fiber,0,0
52,44.8,month-to-month,dsl,0,0
43,101.65,one-year,none,1,0
65,92.08,month-to-month,fiber,0,0
30,62.36,month-to-month,fiber,0,1
67,86.04,one-year,fiber,1,0
26,75.57,one-year,dsl,0,0
9,88.0,one-year,fiber,1,0
30,36.39,two-year,fiber,0,1
9,66.36,two-year,none,1,0
8,68.55,month-to-month,fiber,1,0
63,85.59,two-year,dsl,1,0
57,54.29,month-to-month,fiber,0,0
15,15.0,month-to-month,dsl,0,1
60,42.96,two-year,dsl,0,0
4,68.47,month-to-month,fiber,1,1
20,71.6,two-year,fiber,0,0
50,112.09,month-to-month,fiber,0,0
21,84.57,month-to-month,fiber,0,0
52,72.04,month-to-month,fiber,1,0
62,69.19,one-year,dsl,0,1
4,97.6,two-year,fiber,0,1
1,55.25,month-to-month,fiber,1,0
67,66.49,month-to-month,fiber,1,0
37,42.77,month-to-month,none,1,0
36,105.47,month-to-month,fiber,0,1
33,79.81,one-year,dsl,0,0
31,52.31,one-year,dsl,0,0
49,67.14,month-to-month,fiber,0,1
41,82.74,month-to-month,fiber,0,0
11,63.73,one-year,fiber,0,1
45,56.64,month-to-month,dsl,0,0
48,53.64,month-to-month,fiber,0,0
8,78.47,one-year,fiber,1,1
27,61.05,month-to-month,none,0,0
56,58.66,month-to-month,dsl,1,0
44,36.6,month-to-month,fiber,1,0
9,71.94,one-year,none,0,0
2,65.47,month-to-month,fiber,0,1
41,61.96,two-year,fiber,1,0
33,74.97,month-to-month,fiber,1,0
69,88.7,month-to-month,none,0,0
37,87.54,one-year,fiber,0,0
67,83.82,month-to-month,dsl,1,0
15,63.98,month-to-month,dsl,1,1
32,55.83,month-to-month,dsl,1,1
10,43.9,one-year,fiber,0,1
41,55.17,month-to-month,fiber,1,0
13,70.49,two-year,dsl,0,0
35,50.34,month-to-month,fiber,0,1
24,72.4,month-to-month,dsl,1,0
13,45.86,month-to-month,fiber,0,1
6,28.48,month-to-month,dsl,0,0
36,90.49,two-year,dsl,1,0
68,58.14,month-to-month,dsl,1,0
14,49.07,two-year,dsl,1,0
29,42.65,month-to-month,fiber,0,0
16,80.58,month-to-month,fiber,0,1
58,104.37,month-to-month,fiber,0,0
29,59.92,one-year,dsl,0,0
70,64.61,month-to-month,fiber,0,0
17,96.79,one-year,fiber,0,1
5,24.74,two-year,fiber,0,0
41,119.17,one-year,fiber,0,0
46,130.0,month-to-month,dsl,0,1
71,15.0,one-year,dsl,0,0
62,67.56,month-to-month,fiber,0,0
63,52.03,month-to-month,fiber,1,0
45,63.38,month-to-month,dsl,0,0
25,59.54,two-year,dsl,1,0
30,90.29,month-to-month,none,0,0
9,67.19,one-year,none,1,0
31,47.23,one-year,none,1,0
26,65.7,month-to-month,none,1,0
2,82.87,month-to-month,none,1,0
14,40.41,one-year,dsl,0,1
38,28.84,month-to-month,dsl,0,0
26,119.82,month-to-month,dsl,1,1
71,53.94,month-to-month,fiber,0,0
34,66.57,two-year,fiber,1,0
69,60.06,month-to-month,none,1,0
47,83.7,month-to-month,dsl,0,0
2,114.32,month-to-month,fiber,0,1
14,84.5,month-to-month,fiber,1,1
50,32.04,two-year,fiber,1,0
39,35.4,month-to-month,fiber,1,0
21,60.03,one-year,dsl,1,0
37,63.29,one-year,dsl,0,0
65,26.95,month-to-month,dsl,0,0
27,90.48,one-year,fiber,0,0
3,42.84,two-year,fiber,0,0
22,107.33,one-year,fiber,1,0
67,115.52,one-year,fiber,1,0
54,63.79,month-to-month,dsl,1,0
60,80.97,two-year,fiber,0,0
65,39.2,month-to-month,none,0,0
8,85.59,one-year,dsl,0,1
20,57.55,month-to-month,fiber,0,1
4,42.82,one-year,fiber,0,1
0,62.77,two-year,fiber,0,0
60,58.36,one-year,fiber,0,0
67,61.87,month-to-month,none,0,0
11,93.74,one-year,dsl,1,0
51,50.37,two-year,dsl,1,0
38,113.38,one-year,dsl,0,0
4,36.87,two-year,none,1,0
65,110.39,two-year,none,0,0
62,44.59,two-year,fiber,0,0
40,69.97,month-to-month,fiber,1,0
50,57.75,month-to-month,fiber,0,0
28,61.41,two-year,fiber,1,0
57,90.03,two-year,dsl,0,0
32,107.5,month-to-month,fiber,0,0
71,99.76,month-to-month,dsl,0,0
4,59.88,month-to-month,fiber,0,0
12,74.61,one-year,dsl,0,0
69,50.45,two-year,fiber,0,0
20,45.21,one-year,fiber,0,0
22,41.34,month-to-month,none,0,0
56,59.06,month-to-month,fiber,0,0
13,76.24,two-year,dsl,1,0
36,22.2,month-to-month,none,1,0
20,68.84,month-to-month,fiber,1,0
14,107.9,month-to-month,fiber,1,1
69,98.05,two-year,fiber,0,0
14,55.37,month-to-month,fiber,1,0
6,35.08,month-to-month,none,1,0
48,81.5,month-to-month,none,1,0
62,15.0,two-year,fiber,1,0
9,97.75,month-to-month,dsl,1,1
50,64.66,month-to-month,none,0,0
38,115.78,month-to-month,fiber,1,0
59,26.83,month-to-month,fiber,0,0
9,92.95,two-year,none,0,0
70,67.49,one-year,dsl,0,0
44,61.72,month-to-month,fiber,0,0
60,35.75,two-year,dsl,0,0
26,84.89,month-to-month,fiber,0,1
67,86.9,two-year,dsl,0,0
45,114.63,month-to-month,dsl,1,0
9,95.2,month-to-month,fiber,0,1
66,55.15,two-year,dsl,0,0
57,44.9,two-year,dsl,1,0
21,35.79,one-year,dsl,1,0
39,106.83,one-year,dsl,1,1
27,50.55,two-year,dsl,0,0
39,107.01,one-year,fiber,1,0
69,83.13,month-to-month,fiber,1,0
64,78.25,month-to-month,dsl,0,0
15,62.33,one-year,dsl,0,0
69,86.52,one-year,fiber,0,0
31,69.61,two-year,none,1,0
50,60.77,month-to-month,none,1,0
55,87.4,month-to-month,fiber,1,0
34,66.4,month-to-month,fiber,1,0
32,50.04,two-year,dsl,1,0
32,85.0,month-to-month,fiber,0,1
62,68.4,two-year,none,0,0
27,82.22,month-to-month,dsl,0,0
20,58.65,month-to-month,fiber,0,0
26,39.77,two-year,fiber,0,0
14,113.38,month-to-month,fiber,0,1
28,108.67,two-year,dsl,1,0
8,92.09,month-to-month,fiber,0,1
6,60.3,month-to-month,none,1,0
52,62.49,one-year,dsl,1,0
5,104.56,two-year,none,0,0
40,61.15,month-to-month,fiber,0,1
56,54.19,month-to-month,fiber,0,0
52,116.81,one-year,none,1,0
32,68.81,two-year,fiber,1,0
13,114.21,two-year,fiber,0,0
67,35.04,two-year,none,1,0
60,82.95,month-to-month,dsl,1,0
44,121.78,one-year,none,0,0
6,70.74,two-year,fiber,1,0
2,63.4,two-year,dsl,0,0
22,40.81,two-year,dsl,0,0
11,97.06,two-year,dsl,1,0
61,50.75,two-year,fiber,0,0
14,67.63,month-to-month,none,1,0
20,39.14,month-to-month,fiber,1,1
70,108.92,two-year,dsl,0,0
58,98.87,month-to-month,none,1,0
15,69.21,month-to-month,dsl,0,0
27,41.15,month-to-month,fiber,0,0
37,108.4,one-year,dsl,0,0
47,60.85,two-year,dsl,1,0
67,42.37,two-year,fiber,1,0
62,25.95,month-to-month,fiber,0,0
70,53.85,month-to-month,dsl,0,0
2,33.63,month-to-month,dsl,1,0
17,54.43,two-year,none,1,0
40,88.61,month-to-month,fiber,0,0
3,60.61,one-year,fiber,0,1
25,78.89,one-year,fiber,0,0
11,51.92,one-year,none,0,0
67,71.63,one-year,none,0,0
4,118.02,one-year,none,1,1
10,61.29,one-year,dsl,1,0
14,79.61,month-to-month,fiber,0,0
10,30.86,month-to-month,dsl,1,0
40,108.0,month-to-month,fiber,0,1
26,58.07,month-to-month,fiber,1,0
65,96.26,one-year,fiber,0,0
18,66.92,month-to-month,fiber,0,0
38,85.29,two-year,fiber,0,0
47,86.78,month-to-month,none,0,0
45,58.69,one-year,dsl,1,0
57,97.3,month-to-month,dsl,0,0
14,51.03,month-to-month,fiber,0,1
36,89.45,month-to-month,dsl,0,0
57,60.24,one-year,fiber,1,0
62,78.74,month-to-month,fiber,1,0
44,58.45,one-year,fiber,1,1
46,71.25,one-year,fiber,1,0
62,43.13,two-year,none,1,0
44,76.19,one-year,none,0,0
68,71.1,one-year,fiber,1,0
9,56.5,two-year,dsl,0,0
25,68.62,month-to-month,fiber,1,0
8,73.35,one-year,fiber,1,0
6,54.59,month-to-month,dsl,0,0
33,66.78,one-year,dsl,0,0
16,44.86,month-to-month,dsl,0,1
29,128.64,month-to-month,fiber,1,1
31,96.48,one-year,dsl,0,0
44,76.83,month-to-month,fiber,1,1
68,99.3,month-to-month,fiber,0,0
61,20.52,month-to-month,fiber,0,0
27,15.0,two-year,fiber,0,0
23,60.02,month-to-month,fiber,1,0
55,35.54,month-to-month,fiber,0,0
8,64.08,two-year,dsl,1,0
38,75.14,two-year,fiber,1,0
30,93.01,month-to-month,fiber,1,0
13,41.54,month-to-month,none,0,0
44,79.99,month-to-month,none,0,0
23,70.36,two-year,fiber,0,0
13,78.69,month-to-month,fiber,0,0
47,57.01,month-to-month,fiber,0,0
12,104.58,month-to-month,none,0,1
48,67.41,one-year,fiber,1,0
11,114.35,month-to-month,fiber,0,1
31,50.24,one-year,dsl,0,0
58,88.57,month-to-month,dsl,1,0
16,68.51,one-year,fiber,0,1
55,61.81,two-year,fiber,0,0
51,85.81,month-to-month,fiber,1,0
64,62.52,month-to-month,fiber,0,0
12,15.0,month-to-month,fiber,0,1
51,15.0,one-year,none,0,0
67,101.81,month-to-month,dsl,0,0
54,100.76,one-year,dsl,0,0
13,117.18,month-to-month,dsl,1,1
59,69.56,one-year,dsl,0,0
7,37.68,one-year,fiber,0,0
42,59.51,month-to-month,dsl,0,0
35,70.29,month-to-month,fiber,1,0
38,44.82,one-year,fiber,0,0
37,111.21,month-to-month,fiber,0,0
2,125.99,one-year,dsl,0,1
36,81.96,two-year,dsl,0,0
67,69.73,month-to-month,dsl,0,0
31,37.63,month-to-month,dsl,0,0
19,108.66,month-to-month,none,0,1
71,71.91,month-to-month,fiber,0,0
7,62.77,two-year,fiber,1,0
35,82.03,two-year,dsl,0,0
36,55.36,month-to-month,dsl,0,0
34,73.67,two-year,fiber,0,0
66,33.94,month-to-month,fiber,0,0
30,97.18,two-year,none,0,0
70,67.39,two-year,fiber,0,0
4,98.97,month-to-month,none,0,1
52,64.97,one-year,dsl,0,0
42,66.6,one-year,none,0,0
17,39.69,month-to-month,fiber,0,1
16,88.99,month-to-month,dsl,0,1
51,48.1,one-year,fiber,0,0
45,57.84,month-to-month,fiber,0,0
44,70.03,month-to-month,fiber,0,1
3,73.03,month-to-month,fiber,0,1
43,27.35,one-year,fiber,1,0
70,64.23,month-to-month,dsl,0,0
1,89.88,month-to-month,fiber,0,1
33,60.54,month-to-month,fiber,1,0
35,64.38,month-to-month,fiber,0,0
64,74.06,one-year,dsl,0,0
20,66.85,month-to-month,fiber,1,1
34,44.24,one-year,dsl,0,0
51,69.09,month-to-month,fiber,1,0
4,94.85,one-year,dsl,0,1
57,43.72,month-to-month,dsl,0,0
59,60.64,two-year,dsl,0,0
51,35.46,month-to-month,dsl,1,0
46,93.53,two-year,none,0,0
53,67.69,month-to-month,fiber,0,0
56,48.75,month-to-month,fiber,1,0
65,72.31,one-year,none,1,0
30,39.91,month-to-month,none,0,0
32,44.16,month-to-month,dsl,0,0
45,33.5,two-year,fiber,1,0
13,43.33,one-year,fiber,1,0
61,103.93,one-year,none,1,0
55,51.67,two-year,dsl,1,0
45,81.66,month-to-month,fiber,1,0
21,49.09,month-to-month,fiber,0,0
25,88.99,two-year,dsl,0,0
31,44.35,month-to-month,dsl,0,0
47,70.98,month-to-month,none,1,0
56,71.32,month-to-month,fiber,0,1
48,128.2,month-to-month,fiber,0,1
66,85.76,month-to-month,fiber,0,1
69,55.18,month-to-month,dsl,1,0
50,87.13,one-year,fiber,0,0
26,123.45,one-year,fiber,1,0
43,29.26,two-year,fiber,1,0
30,48.94,month-to-month,fiber,0,0
45,64.08,month-to-month,none,0,0
58,59.57,one-year,fiber,0,0
26,61.68,month-to-month,dsl,1,0
36,37.39,month-to-month,dsl,0,1
3,105.1,one-year,fiber,1,1
53,34.43,one-year,dsl,1,0
35,64.99,month-to-month,none,0,0
33,96.15,one-year,dsl,0,0
38,69.25,one-year,dsl,0,0
15,45.52,two-year,none,0,0
43,36.28,month-to-month,none,0,0
53,64.25,one-year,none,0,0
25,51.07,one-year,fiber,1,0
9,75.13,month-to-month,dsl,1,0
27,34.96,one-year,dsl,1,0
14,90.33,one-year,fiber,0,0
26,72.89,month-to-month,fiber,1,0
45,74.75,month-to-month,none,1,0
8,106.03,month-to-month,fiber,0,1
53,59.06,one-year,none,1,0
16,51.85,month-to-month,none,1,0
64,56.31,month-to-month,fiber,1,0
52,65.19,month-to-month,fiber,0,0
19,67.73,one-year,none,1,0
40,49.23,one-year,fiber,0,0
7,19.42,month-to-month,dsl,0,0
7,55.98,month-to-month,fiber,0,1
68,79.0,month-to-month,fiber,0,0
57,73.41,month-to-month,fiber,0,0
11,99.99,one-year,fiber,0,1
20,118.89,month-to-month,none,0,1
14,88.98,one-year,fiber,1,1
28,104.56,one-year,fiber,1,0
20,89.17,two-year,dsl,1,0
23,112.75,month-to-month,none,0,0
38,116.27,month-to-month,fiber,1,0
13,93.78,month-to-month,dsl,0,1
63,87.66,two-year,fiber,0,0
52,64.87,one-year,none,0,0
54,68.97,one-year,dsl,0,0
12,61.55,one-year,none,1,0
50,85.53,month-to-month,dsl,0,0
60,51.99,one-year,none,1,0
12,65.22,two-year,fiber,0,0
54,15.0,month-to-month,dsl,0,0
25,113.08,two-year,dsl,0,0
56,64.49,two-year,fiber,0,1
34,81.39,two-year,none,1,0
57,106.44,two-year,dsl,0,0
10,77.51,month-to-month,none,0,0
28,106.11,one-year,fiber,1,1
19,38.96,month-to-month,none,0,1
17,129.93,one-year,fiber,0,0
22,97.18,month-to-month,none,0,1
27,75.23,two-year,fiber,0,0
9,105.63,month-to-month,dsl,1,1
50,40.78,month-to-month,fiber,1,1
39,62.78,month-to-month,dsl,0,0
59,106.11,one-year,fiber,1,0
50,23.32,month-to-month,none,1,0
10,84.01,month-to-month,none,0,1
5,83.3,month-to-month,fiber,0,1
30,119.23,month-to-month,none,0,1
34,30.43,two-year,dsl,0,0
17,110.24,month-to-month,fiber,0,1
56,56.01,month-to-month,fiber,0,0
41,58.82,month-to-month,fiber,0,0
53,39.45,month-to-month,fiber,1,0
7,42.8,month-to-month,dsl,0,0
58,80.09,month-to-month,dsl,1,0
14,42.19,month-to-month,fiber,0,0
32,88.51,month-to-month,none,0,0
31,53.43,month-to-month,fiber,1,0
59,39.67,one-year,none,0,0
19,56.8,month-to-month,none,1,1
17,78.42,one-year,dsl,0,1
24,63.07,one-year,dsl,0,0
25,70.86,two-year,fiber,0,0
13,87.41,month-to-month,none,0,0
12,97.06,one-year,dsl,1,0
16,62.25,two-year,none,1,0
33,43.89,two-year,fiber,0,1
24,71.9,two-year,dsl,1,0
28,81.77,month-to-month,fiber,1,0
51,33.48,two-year,dsl,0,0
17,47.73,two-year,dsl,0,0
65,52.02,month-to-month,fiber,1,0
54,64.8,month-to-month,fiber,1,0
12,50.97,two-year,fiber,0,0
22,87.68,month-to-month,fiber,0,1
13,29.87,one-year,fiber,1,0
19,30.51,month-to-month,fiber,1,0
26,61.65,one-year,fiber,0,0
9,65.61,month-to-month,dsl,1,1
1,33.63,one-year,dsl,0,0
31,54.83,month-to-month,fiber,0,1
50,59.97,two-year,fiber,1,0
21,60.17,month-to-month,dsl,0,0
61,73.8,month-to-month,fiber,0,1
26,53.46,month-to-month,fiber,1,0
64,106.95,month-to-month,dsl,0,0
16,82.21,two-year,none,0,0
38,49.82,month-to-month,fiber,0,1
54,72.36,month-to-month,none,0,0
4,73.1,two-year,fiber,0,1
66,100.37,month-to-month,fiber,0,0
26,54.99,month-to-month,fiber,1,1
35,89.18,one-year,dsl,1,0
45,71.05,month-to-month,dsl,1,0
46,107.29,two-year,dsl,0,0
1,102.27,one-year,none,0,0
62,74.92,month-to-month,dsl,1,0
44,63.44,one-year,fiber,1,0
71,82.67,two-year,dsl,1,0
33,65.49,month-to-month,fiber,0,1
44,112.01,one-year,dsl,0,0
31,71.96,month-to-month,none,0,0
64,59.86,month-to-month,dsl,0,1
59,58.51,one-year,fiber,1,0
65,39.67,month-to-month,dsl,0,0
36,83.91,month-to-month,fiber,0,0
56,49.5,month-to-month,fiber,0,0
25,97.45,one-year,dsl,1,0
33,37.68,one-year,fiber,1,0
54,73.18,month-to-month,fiber,0,0
5,98.76,month-to-month,dsl,1,1
51,16.19,two-year,fiber,0,0
1,120.46,month-to-month,fiber,1,1
41,59.37,month-to-month,none,1,0
34,73.53,month-to-month,fiber,1,1
33,84.29,one-year,fiber,1,0
35,88.15,month-to-month,none,0,1
35,76.85,two-year,fiber,0,0
29,94.93,one-year,none,1,0
32,82.98,month-to-month,dsl,1,0
40,114.02,one-year,dsl,0,0
54,83.06,month-to-month,fiber,1,0
39,119.12,month-to-month,fiber,0,0
46,92.53,one-year,none,0,0
60,24.86,month-to-month,fiber,0,0
71,130.0,two-year,dsl,1,0
7,55.64,one-year,none,1,0
51,107.39,month-to-month,dsl,1,0
16,70.67,two-year,fiber,0,0
14,96.53,month-to-month,dsl,0,0
57,52.79,month-to-month,dsl,0,0
4,85.64,month-to-month,fiber,0,1
61,63.67,two-year,none,0,0
55,109.48,month-to-month,fiber,1,0
71,80.97,month-to-month,none,1,0
48,93.4,month-to-month,fiber,1,1
62,15.9,month-to-month,fiber,0,0
8,67.86,month-to-month,dsl,1,0
64,80.26,one-year,fiber,0,0
11,75.59,two-year,fiber,0,0
22,94.03,one-year,fiber,1,0
9,60.85,month-to-month,none,1,0
28,71.22,month-to-month,fiber,0,0
53,99.53,month-to-month,dsl,1,0
19,15.0,month-to-month,dsl,0,1
59,84.73,one-year,dsl,0,0
43,61.65,month-to-month,fiber,0,0
45,47.19,two-year,fiber,0,0
67,78.41,month-to-month,none,1,0
31,100.69,one-year,dsl,0,0
24,95.98,two-year,none,1,0
71,66.62,one-year,dsl,1,0
40,91.89,two-year,none,1,0
44,91.7,two-year,none,0,0
21,67.82,one-year,dsl,0,0
15,52.67,month-to-month,none,0,1
12,54.12,month-to-month,fiber,0,0
16,90.95,two-year,fiber,0,0
14,68.95,month-to-month,dsl,0,0
53,43.85,two-year,dsl,1,0
4,27.88,month-to-month,fiber,0,1
45,90.8,one-year,dsl,0,1
68,56.33,month-to-month,dsl,1,0
55,78.26,two-year,none,1,0
29,100.99,month-to-month,fiber,1,1
4,37.28,month-to-month,fiber,0,0
60,68.87,two-year,dsl,1,0
0,65.73,month-to-month,dsl,0,0
49,79.49,month-to-month,none,1,0
48,100.98,two-year,fiber,0,0
13,36.76,two-year,fiber,1,0
53,84.24,month-to-month,none,0,0
12,95.79,one-year,fiber,1,0
16,65.34,month-to-month,dsl,1,1
58,66.56,month-to-month,fiber,1,0
70,80.46,one-year,fiber,0,0
19,78.62,month-to-month,none,1,1
66,84.56,month-to-month,fiber,0,0
65,84.03,month-to-month,fiber,1,0
55,45.45,two-year,dsl,0,0
10,94.76,one-year,fiber,0,0
21,99.17,month-to-month,fiber,1,0
48,74.65,two-year,dsl,0,0
71,32.65,two-year,fiber,1,0
58,67.13,month-to-month,dsl,0,0
30,74.86,two-year,fiber,1,0
16,41.38,month-to-month,fiber,0,0
69,61.0,month-to-month,fiber,1,0
19,34.77,month-to-month,none,0,0
24,85.18,month-to-month,fiber,0,0
69,74.15,one-year,none,0,0
40,28.86,one-year,fiber,1,0
19,78.79,two-year,fiber,0,0
0,68.59,month-to-month,dsl,0,1
30,82.91,month-to-month,fiber,0,0
70,60.21,month-to-month,dsl,1,0
31,49.96,month-to-month,none,0,0
50,50.73,two-year,none,0,0
18,56.55,one-year,dsl,0,0
55,70.47,one-year,dsl,0,0
55,73.7,one-year,fiber,0,0
43,65.23,month-to-month,dsl,0,0
55,59.42,month-to-month,fiber,0,0
41,61.21,month-to-month,fiber,1,1
27,130.0,two-year,dsl,0,0
53,50.73,month-to-month,fiber,1,0
60,56.05,month-to-month,dsl,0,0
60,130.0,one-year,fiber,0,0
15,80.53,month-to-month,fiber,1,1
48,35.5,month-to-month,dsl,1,0
0,91.07,month-to-month,dsl,1,1
41,47.25,month-to-month,none,1,0
41,92.73,month-to-month,fiber,0,0
26,64.73,two-year,fiber,1,1
71,59.01,one-year,fiber,0,0
63,110.23,month-to-month,fiber,1,0
2,84.16,one-year,fiber,1,1
15,94.32,one-year,dsl,0,0
14,80.87,one-year,fiber,0,1
64,58.89,two-year,none,1,0
37,85.28,two-year,dsl,0,0
52,100.23,month-to-month,dsl,0,0
58,73.37,month-to-month,fiber,1,0
55,115.04,month-to-month,fiber,0,0
6,91.26,month-to-month,fiber,0,1
10,75.3,two-year,dsl,1,0
28,76.29,one-year,dsl,1,0
24,73.43,month-to-month,fiber,0,0
53,38.72,two-year,fiber,1,0
11,67.75,one-year,none,0,0
26,75.53,month-to-month,fiber,0,1
17,59.6,two-year,fiber,0,0
13,78.44,month-to-month,fiber,0,1
12,70.53,month-to-month,fiber,1,1
14,89.34,month-to-month,fiber,0,1
40,86.58,two-year,dsl,0,0
29,74.18,month-to-month,dsl,1,0
31,35.82,month-to-month,dsl,1,0
34,114.77,one-year,fiber,1,0
53,66.45,two-year,fiber,1,0
62,67.98,month-to-month,dsl,1,0
37,61.44,month-to-month,fiber,1,0
46,57.79,two-year,fiber,1,0
53,108.6,one-year,dsl,1,0
49,104.65,month-to-month,dsl,1,1
9,81.11,month-to-month,fiber,0,1
70,67.31,month-to-month,none,0,0
11,85.48,one-year,fiber,0,1
29,71.84,one-year,none,0,1
46,65.24,one-year,fiber,0,0
29,78.45,month-to-month,dsl,0,0
17,58.97,two-year,fiber,0,0
66,76.31,month-to-month,none,1,0
5,75.11,two-year,dsl,0,0
17,85.07,month-to-month,none,1,1
71,54.52,month-to-month,dsl,1,0
52,87.75,month-to-month,dsl,1,0
6,47.34,month-to-month,fiber,0,1
54,55.69,month-to-month,fiber,1,0
69,56.78,one-year,none,0,0
7,43.2,two-year,none,1,0
